index,fname,label
147,abdulgani_part231.wav,abdulgani
149,abdulgani_part233.wav,abdulgani
150,abdulgani_part234.wav,abdulgani
152,abdulgani_part236.wav,abdulgani
153,abdulgani_part237.wav,abdulgani
155,abdulgani_part239.wav,abdulgani
156,abdulgani_part24.wav,abdulgani
157,abdulgani_part240.wav,abdulgani
158,abdulgani_part241.wav,abdulgani
159,abdulgani_part242.wav,abdulgani
162,abdulgani_part245.wav,abdulgani
165,abdulgani_part248.wav,abdulgani
166,abdulgani_part249.wav,abdulgani
170,abdulgani_part252.wav,abdulgani
171,abdulgani_part253.wav,abdulgani
173,abdulgani_part255.wav,abdulgani
174,abdulgani_part256.wav,abdulgani
177,abdulgani_part259.wav,abdulgani
179,abdulgani_part260.wav,abdulgani
180,abdulgani_part261.wav,abdulgani
183,abdulgani_part264.wav,abdulgani
184,abdulgani_part265.wav,abdulgani
185,abdulgani_part266.wav,abdulgani
188,abdulgani_part269.wav,abdulgani
189,abdulgani_part27.wav,abdulgani
190,abdulgani_part270.wav,abdulgani
191,abdulgani_part271.wav,abdulgani
193,abdulgani_part273.wav,abdulgani
194,abdulgani_part274.wav,abdulgani
196,abdulgani_part276.wav,abdulgani
197,abdulgani_part277.wav,abdulgani
198,abdulgani_part278.wav,abdulgani
200,abdulgani_part28.wav,abdulgani
201,abdulgani_part280.wav,abdulgani
202,abdulgani_part281.wav,abdulgani
203,abdulgani_part282.wav,abdulgani
205,abdulgani_part284.wav,abdulgani
206,abdulgani_part285.wav,abdulgani
207,abdulgani_part286.wav,abdulgani
208,abdulgani_part287.wav,abdulgani
212,abdulgani_part290.wav,abdulgani
213,abdulgani_part291.wav,abdulgani
216,abdulgani_part294.wav,abdulgani
217,abdulgani_part295.wav,abdulgani
218,abdulgani_part296.wav,abdulgani
219,abdulgani_part297.wav,abdulgani
221,abdulgani_part299.wav,abdulgani
222,abdulgani_part3.wav,abdulgani
224,abdulgani_part300.wav,abdulgani
225,abdulgani_part301.wav,abdulgani
228,abdulgani_part304.wav,abdulgani
229,abdulgani_part305.wav,abdulgani
232,abdulgani_part308.wav,abdulgani
233,abdulgani_part309.wav,abdulgani
237,abdulgani_part312.wav,abdulgani
239,abdulgani_part314.wav,abdulgani
240,abdulgani_part315.wav,abdulgani
242,abdulgani_part317.wav,abdulgani
243,abdulgani_part318.wav,abdulgani
245,abdulgani_part32.wav,abdulgani
247,abdulgani_part321.wav,abdulgani
248,abdulgani_part322.wav,abdulgani
249,abdulgani_part323.wav,abdulgani
251,abdulgani_part325.wav,abdulgani
253,abdulgani_part327.wav,abdulgani
254,abdulgani_part328.wav,abdulgani
258,abdulgani_part331.wav,abdulgani
259,abdulgani_part332.wav,abdulgani
260,abdulgani_part333.wav,abdulgani
262,abdulgani_part335.wav,abdulgani
265,abdulgani_part338.wav,abdulgani
266,abdulgani_part339.wav,abdulgani
267,abdulgani_part34.wav,abdulgani
269,abdulgani_part341.wav,abdulgani
272,abdulgani_part344.wav,abdulgani
274,abdulgani_part346.wav,abdulgani
277,abdulgani_part349.wav,abdulgani
278,abdulgani_part35.wav,abdulgani
279,abdulgani_part350.wav,abdulgani
280,abdulgani_part351.wav,abdulgani
283,abdulgani_part354.wav,abdulgani
285,abdulgani_part356.wav,abdulgani
287,abdulgani_part358.wav,abdulgani
289,abdulgani_part36.wav,abdulgani
291,abdulgani_part361.wav,abdulgani
294,abdulgani_part364.wav,abdulgani
295,abdulgani_part365.wav,abdulgani
298,abdulgani_part368.wav,abdulgani
299,abdulgani_part369.wav,abdulgani
302,abdulgani_part371.wav,abdulgani
304,abdulgani_part373.wav,abdulgani
305,abdulgani_part374.wav,abdulgani
307,abdulgani_part376.wav,abdulgani
308,abdulgani_part377.wav,abdulgani
310,abdulgani_part379.wav,abdulgani
311,abdulgani_part38.wav,abdulgani
312,abdulgani_part380.wav,abdulgani
313,abdulgani_part381.wav,abdulgani
315,abdulgani_part383.wav,abdulgani
316,abdulgani_part384.wav,abdulgani
317,abdulgani_part385.wav,abdulgani
318,abdulgani_part386.wav,abdulgani
321,abdulgani_part389.wav,abdulgani
322,abdulgani_part39.wav,abdulgani
325,abdulgani_part392.wav,abdulgani
326,abdulgani_part393.wav,abdulgani
329,abdulgani_part396.wav,abdulgani
330,abdulgani_part397.wav,abdulgani
334,abdulgani_part40.wav,abdulgani
335,abdulgani_part400.wav,abdulgani
338,abdulgani_part403.wav,abdulgani
339,abdulgani_part404.wav,abdulgani
340,abdulgani_part405.wav,abdulgani
341,abdulgani_part406.wav,abdulgani
342,abdulgani_part407.wav,abdulgani
343,abdulgani_part408.wav,abdulgani
345,abdulgani_part41.wav,abdulgani
346,abdulgani_part410.wav,abdulgani
347,abdulgani_part411.wav,abdulgani
349,abdulgani_part413.wav,abdulgani
350,abdulgani_part414.wav,abdulgani
352,abdulgani_part416.wav,abdulgani
353,abdulgani_part417.wav,abdulgani
355,abdulgani_part419.wav,abdulgani
357,abdulgani_part420.wav,abdulgani
359,abdulgani_part422.wav,abdulgani
360,abdulgani_part423.wav,abdulgani
361,abdulgani_part424.wav,abdulgani
362,abdulgani_part425.wav,abdulgani
364,abdulgani_part427.wav,abdulgani
365,abdulgani_part428.wav,abdulgani
368,abdulgani_part430.wav,abdulgani
370,abdulgani_part432.wav,abdulgani
373,abdulgani_part435.wav,abdulgani
374,abdulgani_part436.wav,abdulgani
375,abdulgani_part437.wav,abdulgani
376,abdulgani_part438.wav,abdulgani
377,abdulgani_part439.wav,abdulgani
378,abdulgani_part44.wav,abdulgani
379,abdulgani_part440.wav,abdulgani
380,abdulgani_part441.wav,abdulgani
383,abdulgani_part444.wav,abdulgani
385,abdulgani_part446.wav,abdulgani
386,abdulgani_part447.wav,abdulgani
388,abdulgani_part449.wav,abdulgani
390,abdulgani_part450.wav,abdulgani
393,abdulgani_part453.wav,abdulgani
394,abdulgani_part454.wav,abdulgani
397,abdulgani_part457.wav,abdulgani
398,abdulgani_part458.wav,abdulgani
399,abdulgani_part459.wav,abdulgani
403,abdulgani_part462.wav,abdulgani
404,abdulgani_part463.wav,abdulgani
405,abdulgani_part464.wav,abdulgani
408,abdulgani_part467.wav,abdulgani
409,abdulgani_part468.wav,abdulgani
410,abdulgani_part469.wav,abdulgani
411,abdulgani_part47.wav,abdulgani
413,abdulgani_part471.wav,abdulgani
414,abdulgani_part472.wav,abdulgani
416,abdulgani_part474.wav,abdulgani
417,abdulgani_part475.wav,abdulgani
420,abdulgani_part478.wav,abdulgani
421,abdulgani_part479.wav,abdulgani
422,abdulgani_part48.wav,abdulgani
425,abdulgani_part482.wav,abdulgani
426,abdulgani_part483.wav,abdulgani
427,abdulgani_part484.wav,abdulgani
430,abdulgani_part49.wav,abdulgani
431,abdulgani_part5.wav,abdulgani
435,abdulgani_part53.wav,abdulgani
438,abdulgani_part56.wav,abdulgani
439,abdulgani_part57.wav,abdulgani
441,abdulgani_part59.wav,abdulgani
442,abdulgani_part6.wav,abdulgani
443,abdulgani_part60.wav,abdulgani
447,abdulgani_part64.wav,abdulgani
450,abdulgani_part67.wav,abdulgani
451,abdulgani_part68.wav,abdulgani
452,abdulgani_part69.wav,abdulgani
453,abdulgani_part7.wav,abdulgani
456,abdulgani_part72.wav,abdulgani
457,abdulgani_part73.wav,abdulgani
459,abdulgani_part75.wav,abdulgani
460,abdulgani_part76.wav,abdulgani
461,abdulgani_part77.wav,abdulgani
466,abdulgani_part81.wav,abdulgani
467,abdulgani_part82.wav,abdulgani
469,abdulgani_part84.wav,abdulgani
471,abdulgani_part86.wav,abdulgani
474,abdulgani_part89.wav,abdulgani
476,abdulgani_part90.wav,abdulgani
477,abdulgani_part91.wav,abdulgani
480,abdulgani_part94.wav,abdulgani
481,abdulgani_part95.wav,abdulgani
0,Abdullah_Khayyat_(MP3_Quran)_part1.wav,Abdullah_Khayyat_(MP3_Quran)
1,Abdullah_Khayyat_(MP3_Quran)_part10.wav,Abdullah_Khayyat_(MP3_Quran)
2,Abdullah_Khayyat_(MP3_Quran)_part100.wav,Abdullah_Khayyat_(MP3_Quran)
3,Abdullah_Khayyat_(MP3_Quran)_part101.wav,Abdullah_Khayyat_(MP3_Quran)
4,Abdullah_Khayyat_(MP3_Quran)_part102.wav,Abdullah_Khayyat_(MP3_Quran)
5,Abdullah_Khayyat_(MP3_Quran)_part103.wav,Abdullah_Khayyat_(MP3_Quran)
6,Abdullah_Khayyat_(MP3_Quran)_part104.wav,Abdullah_Khayyat_(MP3_Quran)
7,Abdullah_Khayyat_(MP3_Quran)_part105.wav,Abdullah_Khayyat_(MP3_Quran)
8,Abdullah_Khayyat_(MP3_Quran)_part106.wav,Abdullah_Khayyat_(MP3_Quran)
9,Abdullah_Khayyat_(MP3_Quran)_part107.wav,Abdullah_Khayyat_(MP3_Quran)
10,Abdullah_Khayyat_(MP3_Quran)_part108.wav,Abdullah_Khayyat_(MP3_Quran)
11,Abdullah_Khayyat_(MP3_Quran)_part109.wav,Abdullah_Khayyat_(MP3_Quran)
12,Abdullah_Khayyat_(MP3_Quran)_part11.wav,Abdullah_Khayyat_(MP3_Quran)
13,Abdullah_Khayyat_(MP3_Quran)_part110.wav,Abdullah_Khayyat_(MP3_Quran)
14,Abdullah_Khayyat_(MP3_Quran)_part111.wav,Abdullah_Khayyat_(MP3_Quran)
15,Abdullah_Khayyat_(MP3_Quran)_part112.wav,Abdullah_Khayyat_(MP3_Quran)
16,Abdullah_Khayyat_(MP3_Quran)_part113.wav,Abdullah_Khayyat_(MP3_Quran)
17,Abdullah_Khayyat_(MP3_Quran)_part114.wav,Abdullah_Khayyat_(MP3_Quran)
18,Abdullah_Khayyat_(MP3_Quran)_part115.wav,Abdullah_Khayyat_(MP3_Quran)
19,Abdullah_Khayyat_(MP3_Quran)_part116.wav,Abdullah_Khayyat_(MP3_Quran)
20,Abdullah_Khayyat_(MP3_Quran)_part117.wav,Abdullah_Khayyat_(MP3_Quran)
21,Abdullah_Khayyat_(MP3_Quran)_part118.wav,Abdullah_Khayyat_(MP3_Quran)
22,Abdullah_Khayyat_(MP3_Quran)_part119.wav,Abdullah_Khayyat_(MP3_Quran)
23,Abdullah_Khayyat_(MP3_Quran)_part12.wav,Abdullah_Khayyat_(MP3_Quran)
24,Abdullah_Khayyat_(MP3_Quran)_part120.wav,Abdullah_Khayyat_(MP3_Quran)
25,Abdullah_Khayyat_(MP3_Quran)_part121.wav,Abdullah_Khayyat_(MP3_Quran)
26,Abdullah_Khayyat_(MP3_Quran)_part122.wav,Abdullah_Khayyat_(MP3_Quran)
27,Abdullah_Khayyat_(MP3_Quran)_part123.wav,Abdullah_Khayyat_(MP3_Quran)
28,Abdullah_Khayyat_(MP3_Quran)_part124.wav,Abdullah_Khayyat_(MP3_Quran)
29,Abdullah_Khayyat_(MP3_Quran)_part125.wav,Abdullah_Khayyat_(MP3_Quran)
30,Abdullah_Khayyat_(MP3_Quran)_part126.wav,Abdullah_Khayyat_(MP3_Quran)
31,Abdullah_Khayyat_(MP3_Quran)_part127.wav,Abdullah_Khayyat_(MP3_Quran)
32,Abdullah_Khayyat_(MP3_Quran)_part128.wav,Abdullah_Khayyat_(MP3_Quran)
33,Abdullah_Khayyat_(MP3_Quran)_part129.wav,Abdullah_Khayyat_(MP3_Quran)
34,Abdullah_Khayyat_(MP3_Quran)_part13.wav,Abdullah_Khayyat_(MP3_Quran)
35,Abdullah_Khayyat_(MP3_Quran)_part130.wav,Abdullah_Khayyat_(MP3_Quran)
36,Abdullah_Khayyat_(MP3_Quran)_part131.wav,Abdullah_Khayyat_(MP3_Quran)
37,Abdullah_Khayyat_(MP3_Quran)_part132.wav,Abdullah_Khayyat_(MP3_Quran)
38,Abdullah_Khayyat_(MP3_Quran)_part133.wav,Abdullah_Khayyat_(MP3_Quran)
39,Abdullah_Khayyat_(MP3_Quran)_part134.wav,Abdullah_Khayyat_(MP3_Quran)
40,Abdullah_Khayyat_(MP3_Quran)_part135.wav,Abdullah_Khayyat_(MP3_Quran)
41,Abdullah_Khayyat_(MP3_Quran)_part136.wav,Abdullah_Khayyat_(MP3_Quran)
42,Abdullah_Khayyat_(MP3_Quran)_part137.wav,Abdullah_Khayyat_(MP3_Quran)
43,Abdullah_Khayyat_(MP3_Quran)_part138.wav,Abdullah_Khayyat_(MP3_Quran)
44,Abdullah_Khayyat_(MP3_Quran)_part139.wav,Abdullah_Khayyat_(MP3_Quran)
45,Abdullah_Khayyat_(MP3_Quran)_part14.wav,Abdullah_Khayyat_(MP3_Quran)
46,Abdullah_Khayyat_(MP3_Quran)_part140.wav,Abdullah_Khayyat_(MP3_Quran)
47,Abdullah_Khayyat_(MP3_Quran)_part141.wav,Abdullah_Khayyat_(MP3_Quran)
48,Abdullah_Khayyat_(MP3_Quran)_part142.wav,Abdullah_Khayyat_(MP3_Quran)
49,Abdullah_Khayyat_(MP3_Quran)_part143.wav,Abdullah_Khayyat_(MP3_Quran)
50,Abdullah_Khayyat_(MP3_Quran)_part144.wav,Abdullah_Khayyat_(MP3_Quran)
51,Abdullah_Khayyat_(MP3_Quran)_part145.wav,Abdullah_Khayyat_(MP3_Quran)
52,Abdullah_Khayyat_(MP3_Quran)_part146.wav,Abdullah_Khayyat_(MP3_Quran)
53,Abdullah_Khayyat_(MP3_Quran)_part147.wav,Abdullah_Khayyat_(MP3_Quran)
54,Abdullah_Khayyat_(MP3_Quran)_part148.wav,Abdullah_Khayyat_(MP3_Quran)
55,Abdullah_Khayyat_(MP3_Quran)_part149.wav,Abdullah_Khayyat_(MP3_Quran)
56,Abdullah_Khayyat_(MP3_Quran)_part15.wav,Abdullah_Khayyat_(MP3_Quran)
57,Abdullah_Khayyat_(MP3_Quran)_part150.wav,Abdullah_Khayyat_(MP3_Quran)
58,Abdullah_Khayyat_(MP3_Quran)_part151.wav,Abdullah_Khayyat_(MP3_Quran)
59,Abdullah_Khayyat_(MP3_Quran)_part152.wav,Abdullah_Khayyat_(MP3_Quran)
60,Abdullah_Khayyat_(MP3_Quran)_part153.wav,Abdullah_Khayyat_(MP3_Quran)
61,Abdullah_Khayyat_(MP3_Quran)_part154.wav,Abdullah_Khayyat_(MP3_Quran)
62,Abdullah_Khayyat_(MP3_Quran)_part155.wav,Abdullah_Khayyat_(MP3_Quran)
63,Abdullah_Khayyat_(MP3_Quran)_part156.wav,Abdullah_Khayyat_(MP3_Quran)
64,Abdullah_Khayyat_(MP3_Quran)_part157.wav,Abdullah_Khayyat_(MP3_Quran)
65,Abdullah_Khayyat_(MP3_Quran)_part158.wav,Abdullah_Khayyat_(MP3_Quran)
66,Abdullah_Khayyat_(MP3_Quran)_part159.wav,Abdullah_Khayyat_(MP3_Quran)
67,Abdullah_Khayyat_(MP3_Quran)_part16.wav,Abdullah_Khayyat_(MP3_Quran)
68,Abdullah_Khayyat_(MP3_Quran)_part160.wav,Abdullah_Khayyat_(MP3_Quran)
69,Abdullah_Khayyat_(MP3_Quran)_part161.wav,Abdullah_Khayyat_(MP3_Quran)
70,Abdullah_Khayyat_(MP3_Quran)_part162.wav,Abdullah_Khayyat_(MP3_Quran)
71,Abdullah_Khayyat_(MP3_Quran)_part163.wav,Abdullah_Khayyat_(MP3_Quran)
72,Abdullah_Khayyat_(MP3_Quran)_part164.wav,Abdullah_Khayyat_(MP3_Quran)
73,Abdullah_Khayyat_(MP3_Quran)_part165.wav,Abdullah_Khayyat_(MP3_Quran)
74,Abdullah_Khayyat_(MP3_Quran)_part166.wav,Abdullah_Khayyat_(MP3_Quran)
75,Abdullah_Khayyat_(MP3_Quran)_part167.wav,Abdullah_Khayyat_(MP3_Quran)
76,Abdullah_Khayyat_(MP3_Quran)_part168.wav,Abdullah_Khayyat_(MP3_Quran)
77,Abdullah_Khayyat_(MP3_Quran)_part169.wav,Abdullah_Khayyat_(MP3_Quran)
78,Abdullah_Khayyat_(MP3_Quran)_part17.wav,Abdullah_Khayyat_(MP3_Quran)
79,Abdullah_Khayyat_(MP3_Quran)_part170.wav,Abdullah_Khayyat_(MP3_Quran)
80,Abdullah_Khayyat_(MP3_Quran)_part171.wav,Abdullah_Khayyat_(MP3_Quran)
81,Abdullah_Khayyat_(MP3_Quran)_part172.wav,Abdullah_Khayyat_(MP3_Quran)
82,Abdullah_Khayyat_(MP3_Quran)_part173.wav,Abdullah_Khayyat_(MP3_Quran)
83,Abdullah_Khayyat_(MP3_Quran)_part174.wav,Abdullah_Khayyat_(MP3_Quran)
84,Abdullah_Khayyat_(MP3_Quran)_part175.wav,Abdullah_Khayyat_(MP3_Quran)
85,Abdullah_Khayyat_(MP3_Quran)_part176.wav,Abdullah_Khayyat_(MP3_Quran)
86,Abdullah_Khayyat_(MP3_Quran)_part177.wav,Abdullah_Khayyat_(MP3_Quran)
87,Abdullah_Khayyat_(MP3_Quran)_part178.wav,Abdullah_Khayyat_(MP3_Quran)
88,Abdullah_Khayyat_(MP3_Quran)_part179.wav,Abdullah_Khayyat_(MP3_Quran)
89,Abdullah_Khayyat_(MP3_Quran)_part18.wav,Abdullah_Khayyat_(MP3_Quran)
90,Abdullah_Khayyat_(MP3_Quran)_part180.wav,Abdullah_Khayyat_(MP3_Quran)
91,Abdullah_Khayyat_(MP3_Quran)_part181.wav,Abdullah_Khayyat_(MP3_Quran)
92,Abdullah_Khayyat_(MP3_Quran)_part182.wav,Abdullah_Khayyat_(MP3_Quran)
93,Abdullah_Khayyat_(MP3_Quran)_part183.wav,Abdullah_Khayyat_(MP3_Quran)
94,Abdullah_Khayyat_(MP3_Quran)_part184.wav,Abdullah_Khayyat_(MP3_Quran)
95,Abdullah_Khayyat_(MP3_Quran)_part185.wav,Abdullah_Khayyat_(MP3_Quran)
96,Abdullah_Khayyat_(MP3_Quran)_part186.wav,Abdullah_Khayyat_(MP3_Quran)
97,Abdullah_Khayyat_(MP3_Quran)_part187.wav,Abdullah_Khayyat_(MP3_Quran)
98,Abdullah_Khayyat_(MP3_Quran)_part188.wav,Abdullah_Khayyat_(MP3_Quran)
99,Abdullah_Khayyat_(MP3_Quran)_part189.wav,Abdullah_Khayyat_(MP3_Quran)
100,Abdullah_Khayyat_(MP3_Quran)_part19.wav,Abdullah_Khayyat_(MP3_Quran)
101,Abdullah_Khayyat_(MP3_Quran)_part190.wav,Abdullah_Khayyat_(MP3_Quran)
104,Abdullah_Khayyat_(MP3_Quran)_part193.wav,Abdullah_Khayyat_(MP3_Quran)
105,Abdullah_Khayyat_(MP3_Quran)_part194.wav,Abdullah_Khayyat_(MP3_Quran)
106,Abdullah_Khayyat_(MP3_Quran)_part195.wav,Abdullah_Khayyat_(MP3_Quran)
107,Abdullah_Khayyat_(MP3_Quran)_part196.wav,Abdullah_Khayyat_(MP3_Quran)
108,Abdullah_Khayyat_(MP3_Quran)_part197.wav,Abdullah_Khayyat_(MP3_Quran)
109,Abdullah_Khayyat_(MP3_Quran)_part198.wav,Abdullah_Khayyat_(MP3_Quran)
110,Abdullah_Khayyat_(MP3_Quran)_part199.wav,Abdullah_Khayyat_(MP3_Quran)
111,Abdullah_Khayyat_(MP3_Quran)_part2.wav,Abdullah_Khayyat_(MP3_Quran)
112,Abdullah_Khayyat_(MP3_Quran)_part20.wav,Abdullah_Khayyat_(MP3_Quran)
113,Abdullah_Khayyat_(MP3_Quran)_part200.wav,Abdullah_Khayyat_(MP3_Quran)
114,Abdullah_Khayyat_(MP3_Quran)_part201.wav,Abdullah_Khayyat_(MP3_Quran)
115,Abdullah_Khayyat_(MP3_Quran)_part202.wav,Abdullah_Khayyat_(MP3_Quran)
116,Abdullah_Khayyat_(MP3_Quran)_part203.wav,Abdullah_Khayyat_(MP3_Quran)
117,Abdullah_Khayyat_(MP3_Quran)_part204.wav,Abdullah_Khayyat_(MP3_Quran)
118,Abdullah_Khayyat_(MP3_Quran)_part205.wav,Abdullah_Khayyat_(MP3_Quran)
119,Abdullah_Khayyat_(MP3_Quran)_part206.wav,Abdullah_Khayyat_(MP3_Quran)
120,Abdullah_Khayyat_(MP3_Quran)_part207.wav,Abdullah_Khayyat_(MP3_Quran)
121,Abdullah_Khayyat_(MP3_Quran)_part208.wav,Abdullah_Khayyat_(MP3_Quran)
122,Abdullah_Khayyat_(MP3_Quran)_part209.wav,Abdullah_Khayyat_(MP3_Quran)
123,Abdullah_Khayyat_(MP3_Quran)_part21.wav,Abdullah_Khayyat_(MP3_Quran)
124,Abdullah_Khayyat_(MP3_Quran)_part210.wav,Abdullah_Khayyat_(MP3_Quran)
125,Abdullah_Khayyat_(MP3_Quran)_part211.wav,Abdullah_Khayyat_(MP3_Quran)
126,Abdullah_Khayyat_(MP3_Quran)_part212.wav,Abdullah_Khayyat_(MP3_Quran)
127,Abdullah_Khayyat_(MP3_Quran)_part213.wav,Abdullah_Khayyat_(MP3_Quran)
128,Abdullah_Khayyat_(MP3_Quran)_part214.wav,Abdullah_Khayyat_(MP3_Quran)
129,Abdullah_Khayyat_(MP3_Quran)_part215.wav,Abdullah_Khayyat_(MP3_Quran)
130,Abdullah_Khayyat_(MP3_Quran)_part216.wav,Abdullah_Khayyat_(MP3_Quran)
131,Abdullah_Khayyat_(MP3_Quran)_part217.wav,Abdullah_Khayyat_(MP3_Quran)
132,Abdullah_Khayyat_(MP3_Quran)_part218.wav,Abdullah_Khayyat_(MP3_Quran)
133,Abdullah_Khayyat_(MP3_Quran)_part219.wav,Abdullah_Khayyat_(MP3_Quran)
134,Abdullah_Khayyat_(MP3_Quran)_part22.wav,Abdullah_Khayyat_(MP3_Quran)
135,Abdullah_Khayyat_(MP3_Quran)_part220.wav,Abdullah_Khayyat_(MP3_Quran)
136,Abdullah_Khayyat_(MP3_Quran)_part221.wav,Abdullah_Khayyat_(MP3_Quran)
137,Abdullah_Khayyat_(MP3_Quran)_part222.wav,Abdullah_Khayyat_(MP3_Quran)
138,Abdullah_Khayyat_(MP3_Quran)_part223.wav,Abdullah_Khayyat_(MP3_Quran)
139,Abdullah_Khayyat_(MP3_Quran)_part224.wav,Abdullah_Khayyat_(MP3_Quran)
140,Abdullah_Khayyat_(MP3_Quran)_part225.wav,Abdullah_Khayyat_(MP3_Quran)
141,Abdullah_Khayyat_(MP3_Quran)_part226.wav,Abdullah_Khayyat_(MP3_Quran)
142,Abdullah_Khayyat_(MP3_Quran)_part227.wav,Abdullah_Khayyat_(MP3_Quran)
143,Abdullah_Khayyat_(MP3_Quran)_part228.wav,Abdullah_Khayyat_(MP3_Quran)
145,Abdullah_Khayyat_(MP3_Quran)_part23.wav,Abdullah_Khayyat_(MP3_Quran)
146,Abdullah_Khayyat_(MP3_Quran)_part230.wav,Abdullah_Khayyat_(MP3_Quran)
147,Abdullah_Khayyat_(MP3_Quran)_part231.wav,Abdullah_Khayyat_(MP3_Quran)
148,Abdullah_Khayyat_(MP3_Quran)_part232.wav,Abdullah_Khayyat_(MP3_Quran)
149,Abdullah_Khayyat_(MP3_Quran)_part233.wav,Abdullah_Khayyat_(MP3_Quran)
150,Abdullah_Khayyat_(MP3_Quran)_part234.wav,Abdullah_Khayyat_(MP3_Quran)
151,Abdullah_Khayyat_(MP3_Quran)_part235.wav,Abdullah_Khayyat_(MP3_Quran)
152,Abdullah_Khayyat_(MP3_Quran)_part236.wav,Abdullah_Khayyat_(MP3_Quran)
153,Abdullah_Khayyat_(MP3_Quran)_part237.wav,Abdullah_Khayyat_(MP3_Quran)
154,Abdullah_Khayyat_(MP3_Quran)_part238.wav,Abdullah_Khayyat_(MP3_Quran)
155,Abdullah_Khayyat_(MP3_Quran)_part239.wav,Abdullah_Khayyat_(MP3_Quran)
156,Abdullah_Khayyat_(MP3_Quran)_part24.wav,Abdullah_Khayyat_(MP3_Quran)
157,Abdullah_Khayyat_(MP3_Quran)_part240.wav,Abdullah_Khayyat_(MP3_Quran)
158,Abdullah_Khayyat_(MP3_Quran)_part241.wav,Abdullah_Khayyat_(MP3_Quran)
159,Abdullah_Khayyat_(MP3_Quran)_part242.wav,Abdullah_Khayyat_(MP3_Quran)
160,Abdullah_Khayyat_(MP3_Quran)_part243.wav,Abdullah_Khayyat_(MP3_Quran)
161,Abdullah_Khayyat_(MP3_Quran)_part244.wav,Abdullah_Khayyat_(MP3_Quran)
162,Abdullah_Khayyat_(MP3_Quran)_part245.wav,Abdullah_Khayyat_(MP3_Quran)
163,Abdullah_Khayyat_(MP3_Quran)_part246.wav,Abdullah_Khayyat_(MP3_Quran)
164,Abdullah_Khayyat_(MP3_Quran)_part247.wav,Abdullah_Khayyat_(MP3_Quran)
165,Abdullah_Khayyat_(MP3_Quran)_part248.wav,Abdullah_Khayyat_(MP3_Quran)
166,Abdullah_Khayyat_(MP3_Quran)_part249.wav,Abdullah_Khayyat_(MP3_Quran)
167,Abdullah_Khayyat_(MP3_Quran)_part25.wav,Abdullah_Khayyat_(MP3_Quran)
168,Abdullah_Khayyat_(MP3_Quran)_part250.wav,Abdullah_Khayyat_(MP3_Quran)
169,Abdullah_Khayyat_(MP3_Quran)_part251.wav,Abdullah_Khayyat_(MP3_Quran)
170,Abdullah_Khayyat_(MP3_Quran)_part252.wav,Abdullah_Khayyat_(MP3_Quran)
171,Abdullah_Khayyat_(MP3_Quran)_part253.wav,Abdullah_Khayyat_(MP3_Quran)
172,Abdullah_Khayyat_(MP3_Quran)_part254.wav,Abdullah_Khayyat_(MP3_Quran)
173,Abdullah_Khayyat_(MP3_Quran)_part255.wav,Abdullah_Khayyat_(MP3_Quran)
174,Abdullah_Khayyat_(MP3_Quran)_part256.wav,Abdullah_Khayyat_(MP3_Quran)
175,Abdullah_Khayyat_(MP3_Quran)_part257.wav,Abdullah_Khayyat_(MP3_Quran)
176,Abdullah_Khayyat_(MP3_Quran)_part258.wav,Abdullah_Khayyat_(MP3_Quran)
177,Abdullah_Khayyat_(MP3_Quran)_part259.wav,Abdullah_Khayyat_(MP3_Quran)
178,Abdullah_Khayyat_(MP3_Quran)_part26.wav,Abdullah_Khayyat_(MP3_Quran)
179,Abdullah_Khayyat_(MP3_Quran)_part260.wav,Abdullah_Khayyat_(MP3_Quran)
180,Abdullah_Khayyat_(MP3_Quran)_part261.wav,Abdullah_Khayyat_(MP3_Quran)
181,Abdullah_Khayyat_(MP3_Quran)_part262.wav,Abdullah_Khayyat_(MP3_Quran)
182,Abdullah_Khayyat_(MP3_Quran)_part263.wav,Abdullah_Khayyat_(MP3_Quran)
183,Abdullah_Khayyat_(MP3_Quran)_part264.wav,Abdullah_Khayyat_(MP3_Quran)
184,Abdullah_Khayyat_(MP3_Quran)_part265.wav,Abdullah_Khayyat_(MP3_Quran)
185,Abdullah_Khayyat_(MP3_Quran)_part266.wav,Abdullah_Khayyat_(MP3_Quran)
186,Abdullah_Khayyat_(MP3_Quran)_part267.wav,Abdullah_Khayyat_(MP3_Quran)
187,Abdullah_Khayyat_(MP3_Quran)_part268.wav,Abdullah_Khayyat_(MP3_Quran)
188,Abdullah_Khayyat_(MP3_Quran)_part269.wav,Abdullah_Khayyat_(MP3_Quran)
189,Abdullah_Khayyat_(MP3_Quran)_part27.wav,Abdullah_Khayyat_(MP3_Quran)
190,Abdullah_Khayyat_(MP3_Quran)_part270.wav,Abdullah_Khayyat_(MP3_Quran)
191,Abdullah_Khayyat_(MP3_Quran)_part271.wav,Abdullah_Khayyat_(MP3_Quran)
192,Abdullah_Khayyat_(MP3_Quran)_part272.wav,Abdullah_Khayyat_(MP3_Quran)
193,Abdullah_Khayyat_(MP3_Quran)_part273.wav,Abdullah_Khayyat_(MP3_Quran)
194,Abdullah_Khayyat_(MP3_Quran)_part274.wav,Abdullah_Khayyat_(MP3_Quran)
195,Abdullah_Khayyat_(MP3_Quran)_part275.wav,Abdullah_Khayyat_(MP3_Quran)
196,Abdullah_Khayyat_(MP3_Quran)_part276.wav,Abdullah_Khayyat_(MP3_Quran)
